0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,1.0,0.0
0.0,0.0,0.1,1.2,0.0,0.0
0.0,0.0,0.1,1.2,-1.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,1.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,-1.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
X,Y,Z,Roll,Pitch,Yaw
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,-1.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,1.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,-1.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,1.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.0,0.1,0.1,1.2,-1.0,0.0
0.0,0.1,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,-1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,-1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,-1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,-1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,-1.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,-1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
0.1,0.0,0.1,1.2,-1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
0.1,0.0,0.1,1.2,0.0,0.0
0.1,0.0,0.1,1.2,-1.0,0.0
0.1,0.0,0.1,1.2,1.0,0.0
